Selector,Traffic,Region
workspace.google.com/marketplace/app/zip_extractor/824911851129,162,ca
workspace.google.com/marketplace/app/text_to_speech_ai_voice_generator/743993646804,156,ca
workspace.google.com/marketplace/app/autolatex_equations/850293439076,146,ca
workspace.google.com/marketplace/app/mail_tracker_for_gmail/888949007475,145,ca
workspace.google.com/marketplace/app/formative_for_google_classroom/750373123883,145,ca
workspace.google.com/marketplace/app/ai_email_generator/900926180191,139,ca
workspace.google.com/marketplace/app/timer_for_google_forms/341515549984,138,ca
workspace.google.com/marketplace/app/avery_label_merge/687713670524,137,ca
workspace.google.com/marketplace/app/qr_code_for_google_forms/103011012898,137,ca
workspace.google.com/marketplace/app/picsart_ai_photo_editor_graphic_design/228592224036,137,ca
workspace.google.com/marketplace/app/bad_translator/306615442162,136,ca
workspace.google.com/marketplace/app/sejda_pdf_editor/8721525582,135,ca
workspace.google.com/marketplace/app/check_plagiarism_online_in_google_docs/531814040789,128,ca
workspace.google.com/marketplace/app/pdf_editor_for_drive_dropbox/949815188868,126,ca
workspace.google.com/marketplace/app/image_translator_translate_image_by_ai/641614143005,125,ca
workspace.google.com/marketplace/app/capcutweb/87571557143,124,ca
workspace.google.com/marketplace/app/wordq/79176086861,124,ca
workspace.google.com/marketplace/app/video_translator_translate_video_online/285433175728?hl=vi,123,ca
workspace.google.com/marketplace/app/typingcom/1018631896966,119,ca
workspace.google.com/marketplace/app/formesign_esignature/210002188569,117,ca
workspace.google.com/marketplace/app/drawio/671128082532,116,ca
workspace.google.com/marketplace/app/video_translator_translate_video_voice_o/285433175728,114,ca
workspace.google.com/marketplace/app/screencastify_for_google/242262968495,110,ca
workspace.google.com/marketplace/app/travel_mapper/412821700766,109,ca
workspace.google.com/marketplace/app/icons_by_noun_project/863243688714,108,ca
workspace.google.com/marketplace/app/mathtype/742924286153,97,ca
workspace.google.com/marketplace/app/ipa_translator/133236533224,97,ca
workspace.google.com/marketplace/app/timesheet/6002835623,96,ca
workspace.google.com/marketplace/app/text_editor/591525900269,142,ca
workspace.google.com/marketplace/app/email_notifications_for_google_forms/984866591130,47,ca
workspace.google.com/marketplace/app/org_chart_best_chart_builder/219218309058,18,ca
workspace.google.com/marketplace/app/slides_translator/333911051422,28,ca
workspace.google.com/marketplace/app/ai_and_plagiarism_checker_copyleaks/484212953959,8,ca
workspace.google.com/marketplace/app/genially/634337082895,7,ca
